date,tmax,tmin,tmean,Prec,Q
#,°C,°C,°C,mm/day,m³/s
24.07.1985,24.7,8.6,16.65,0,17.6
25.07.1985,26.9,10.3,18.6,0,16
26.07.1985,25.3,14,19.65,13.4,14.7
27.07.1985,21.7,15.1,18.4,0,19.5
28.07.1985,26,10.1,18.05,8.5,19.1
29.07.1985,20.5,15.6,18.05,4.1,16.4
30.07.1985,21.2,13.6,17.4,1.3,21.6
31.07.1985,19,12.4,15.7,5.7,18.8
01.08.1985,20.9,9.9,15.4,8.2,17.7
02.08.1985,19,12.9,15.95,0,19.9
03.08.1985,20.2,11.9,16.05,2.3,22.3
04.08.1985,17.9,10,13.95,0.1,18.1
05.08.1985,23.8,13.2,18.5,1.3,15.9
06.08.1985,16.2,11.6,13.9,2.5,14.9
07.08.1985,16.8,6.6,11.7,0.4,14.7
08.08.1985,19.3,10.2,14.75,0.2,14.5
09.08.1985,24.7,9.1,16.9,2,14.5
10.08.1985,20.7,13.6,17.15,2.6,14
11.08.1985,22.7,7.2,14.95,0.4,13.9
12.08.1985,17.9,13.9,15.9,4.1,13.7
13.08.1985,25.5,13.5,19.5,1.6,13.5
14.08.1985,31.1,14.7,22.9,2.1,13.9
15.08.1985,27.5,16.1,21.8,0.7,14
16.08.1985,22.5,14.9,18.7,6.4,13.7
17.08.1985,18.9,12.2,15.55,3.4,14.5
18.08.1985,17.6,9.8,13.7,0.1,14.8
19.08.1985,19.9,8.8,14.35,8.8,14.6
20.08.1985,19.4,12.9,16.15,0,16.4
21.08.1985,21.8,10.9,16.35,0.3,16.1
22.08.1985,24.8,9.6,17.2,10.4,14
23.08.1985,20.6,10.5,15.55,0,15.8
24.08.1985,23.2,9.3,16.25,4.8,20.3
25.08.1985,18,11.8,14.9,0.1,15.8
26.08.1985,19.4,8.4,13.9,0.1,15.3
27.08.1985,18.6,9.7,14.15,0.1,14.2
28.08.1985,22.4,4.7,13.55,0,13.2
29.08.1985,24.2,6.9,15.55,0,12.5
30.08.1985,24.9,8,16.45,0,12.1
31.08.1985,25.6,8.4,17,0,12.1
01.09.1985,20.7,13.3,17,1.4,11.7
02.09.1985,18.8,10.5,14.65,0.6,11.4
03.09.1985,16.8,9.3,13.05,20.4,12.7
04.09.1985,17.5,10.7,14.1,3.3,16.9
05.09.1985,16.2,10.7,13.45,3.4,20.7
06.09.1985,13.8,9,11.4,1.7,18.9
07.09.1985,13.7,6.4,10.05,2.4,17.2
08.09.1985,11.9,8.6,10.25,6.2,15.6
09.09.1985,14.9,7.3,11.1,0.5,15.9
10.09.1985,18.7,2.8,10.75,0,16.9
11.09.1985,21.1,6.5,13.8,0,15.6
12.09.1985,21,8.1,14.55,0,14.4
13.09.1985,22.8,6.5,14.65,3.9,14.4
14.09.1985,16.7,12,14.35,0.1,15
15.09.1985,13.7,8.5,11.1,2.9,14.2
16.09.1985,13.8,4.9,9.35,0.1,13.8
17.09.1985,16.6,12.1,14.35,2.9,13.3
18.09.1985,21.8,11.9,16.85,0,13.8
19.09.1985,25.9,9.8,17.85,0,13.4
20.09.1985,22,11.8,16.9,0,13.1
21.09.1985,23.7,12.8,18.25,0,12.2
22.09.1985,21.7,15.6,18.65,1.1,12.1
23.09.1985,20.2,13,16.6,0,11.5
24.09.1985,20.7,9.8,15.25,0,11.8
25.09.1985,17.7,9.5,13.6,0,11.7
26.09.1985,18.8,6.4,12.6,0,11.9
27.09.1985,21.2,6,13.6,0,10.9
28.09.1985,19,5.9,12.45,0,10.9
29.09.1985,19.7,8.5,14.1,0,10.9
30.09.1985,20.7,3.4,12.05,0,10.6
01.10.1985,24.3,6.1,15.2,0,10.8
02.10.1985,21.7,7.6,14.65,2.6,10.8
03.10.1985,25.3,12.5,18.9,0.1,10.6
04.10.1985,25.5,10.3,17.9,2.1,11.1
05.10.1985,19.6,12.6,16.1,6.9,11.4
06.10.1985,17.5,9.8,13.65,0.4,13.4
07.10.1985,16.2,8.3,12.25,1.4,11.5
08.10.1985,13.2,7.3,10.25,3.7,12.2
09.10.1985,14.1,5.9,10,1.9,12.1
10.10.1985,14.7,10.2,12.45,0.2,11.6
11.10.1985,17.1,11.5,14.3,0.3,11.9
12.10.1985,15.7,5.8,10.75,0,11.6
13.10.1985,12.8,3.6,8.2,0,11.1
14.10.1985,13.6,4.9,9.25,0.8,10.8
15.10.1985,14.8,6.9,10.85,0.4,10.8
16.10.1985,10.2,5.1,7.65,0.2,10.8
17.10.1985,12.1,9.7,10.9,0.3,10.6
18.10.1985,11.3,8.9,10.1,0.4,10.5
19.10.1985,11.3,4.5,7.9,0,10.7
20.10.1985,13.1,2.8,7.95,0,10.8
21.10.1985,13.5,0.3,6.9,0,10.5
22.10.1985,10.2,-0.2,5,0,10.5
23.10.1985,11.7,3.9,7.8,0,10.4
24.10.1985,11.1,-1.4,4.85,0,10.3
25.10.1985,11.3,2.7,7,0,10.1
26.10.1985,10.8,-0.1,5.35,0,10.2
27.10.1985,3,-1.2,0.9,0,10.1
28.10.1985,4.7,0.3,2.5,0,10.1
29.10.1985,9.1,0,4.55,0,10.1
30.10.1985,3,-0.5,1.25,0,10.2
31.10.1985,2.9,0.3,1.6,0,9.89
01.11.1985,5.7,2.2,3.95,1.7,10.4
02.11.1985,6.8,2.3,4.55,2,10
03.11.1985,6.2,-0.9,2.65,0,10.3
04.11.1985,8.1,-4.1,2,1.3,10.8
05.11.1985,15.2,1.1,8.15,12.8,10.7
06.11.1985,10.2,1.2,5.7,2.3,13.8
07.11.1985,8.1,3.4,5.75,2.4,17.2
08.11.1985,10.2,1.9,6.05,1.3,15.1
09.11.1985,16.4,8.7,12.55,9.9,14.2
10.11.1985,13.4,3.8,8.6,3.1,14.2
11.11.1985,4.2,1,2.6,0.2,20.6
12.11.1985,2.2,-0.2,1,0,20.4
13.11.1985,3.9,-2.6,0.65,0,16.4
14.11.1985,2.4,-1.6,0.4,0.1,14.8
15.11.1985,1.9,-2,-0.05,0,13.4
16.11.1985,1.8,-4.6,-1.4,0,12.9
17.11.1985,0.9,-5.6,-2.35,0,12.6
18.11.1985,-1.2,-4,-2.6,1,12
19.11.1985,-3.5,-5.1,-4.3,0.3,12
20.11.1985,-3,-4.5,-3.75,2.9,12.1
21.11.1985,-1.4,-3.3,-2.35,8.5,12.1
22.11.1985,-1.5,-6.2,-3.85,0.6,11.6
23.11.1985,-0.9,-4.7,-2.8,0.2,11.6
24.11.1985,-0.9,-9.1,-5,0.1,12
25.11.1985,0.9,-4.7,-1.9,0,11.6
26.11.1985,-1.7,-6.6,-4.15,0.4,11.4
27.11.1985,0.1,-2.9,-1.4,4.2,10.8
28.11.1985,1.9,-2.3,-0.2,2,12
29.11.1985,1.4,-5.9,-2.25,4.2,11.7
30.11.1985,0.5,-8.3,-3.9,8.7,11.3
01.12.1985,2.4,0,1.2,0.2,12.8
02.12.1985,5.2,-0.7,2.25,0.1,17.5
03.12.1985,12.4,0.3,6.35,0.4,33.4
04.12.1985,13.2,8.1,10.65,0.2,45
05.12.1985,14.8,4.5,9.65,3.5,36.3
06.12.1985,12.5,6.1,9.3,1.2,27.7
07.12.1985,9.4,5.9,7.65,2.9,26.1
08.12.1985,8.1,4.9,6.5,0.9,23.9
09.12.1985,9,5.8,7.4,1.4,28.2
10.12.1985,7.8,2.3,5.05,0.5,23.9
11.12.1985,4.7,1.3,3,0,22.1
12.12.1985,3.9,-2.8,0.55,0,21.1
13.12.1985,2.2,-5.3,-1.55,3.3,19.4
14.12.1985,4.5,0.8,2.65,1.1,18.4
15.12.1985,9.2,4.5,6.85,0.9,18
16.12.1985,11.2,8.7,9.95,1.7,18.6
17.12.1985,9,6.9,7.95,3.7,21.3
18.12.1985,8.2,5.1,6.65,6.4,25.2
19.12.1985,7.8,1.3,4.55,2.7,29.3
20.12.1985,6.5,1.5,4,5.4,33.4
21.12.1985,6.7,-0.6,3.05,0,35
22.12.1985,5.6,-3.1,1.25,0,30.4
23.12.1985,5.2,-3.5,0.85,0,27
24.12.1985,6.7,3.2,4.95,1.7,23.7
25.12.1985,9.1,3.8,6.45,2.2,22.1
26.12.1985,8.8,7.4,8.1,5.3,22
27.12.1985,7.7,-1,3.35,7.3,28
28.12.1985,-0.5,-3.5,-2,3,42.7
29.12.1985,-1.6,-4.2,-2.9,0.4,42.5
30.12.1985,-0.7,-6.6,-3.65,0,30.9
31.12.1985,-3.3,-11.1,-7.2,0,26.2
01.01.1986,-4.2,-12,-8.1,1.4,20.9
02.01.1986,4.3,-4.8,-0.25,1.6,20.6
03.01.1986,6.1,2.6,4.35,7.9,22
04.01.1986,4.1,-3.1,0.5,1.5,24.9
05.01.1986,1.5,-1.9,-0.2,0.6,26.9
06.01.1986,3.6,1,2.3,2,24.3
07.01.1986,2.3,-4.8,-1.25,0,22.7
08.01.1986,-0.3,-2.6,-1.45,0,21.7
09.01.1986,-1.9,-5.7,-3.8,0,20.7
10.01.1986,1.3,-6.4,-2.55,4.3,19.9
11.01.1986,5.2,1.3,3.25,4,19.4
12.01.1986,4,1.5,2.75,2.3,22.6
13.01.1986,6.8,2.4,4.6,8.3,33.8
14.01.1986,8.4,0.9,4.65,8,57.1
15.01.1986,4.4,1.2,2.8,4.9,94.9
16.01.1986,2.2,0.3,1.25,4,103
17.01.1986,0.6,-7.3,-3.35,2.8,68.7
18.01.1986,4.5,-9.4,-2.45,14.6,49.7
19.01.1986,10.4,2.9,6.65,11.6,67.7
20.01.1986,10,2.3,6.15,0.4,128
21.01.1986,6,4.3,5.15,4.8,192
22.01.1986,6.5,4.7,5.6,5.7,166
23.01.1986,7.2,3.8,5.5,8.4,104
24.01.1986,4.9,0.3,2.6,4.5,120
25.01.1986,1.9,0.2,1.05,2.5,159
26.01.1986,1.1,-4,-1.45,0.2,112
27.01.1986,-0.4,-4,-2.2,0.5,67.9
28.01.1986,2,-3.5,-0.75,0.5,55.7
29.01.1986,3.6,-4.9,-0.65,0,48
30.01.1986,3.7,-4.1,-0.2,0,42.7
31.01.1986,2.8,0.7,1.75,0,38.9
01.02.1986,5.6,1.7,3.65,0.1,36.6
02.02.1986,3.5,0,1.75,1.8,35.2
03.02.1986,0.1,-2.4,-1.15,0,33
04.02.1986,-1.4,-5.6,-3.5,0,30.1
05.02.1986,-2.4,-10.5,-6.45,0.3,27.9
06.02.1986,-2.3,-7.1,-4.7,0.8,25.9
07.02.1986,-3.6,-11.5,-7.55,0.2,24.6
08.02.1986,-6.3,-12.3,-9.3,1.9,22.2
09.02.1986,-11,-18.5,-14.75,6.5,19.7
10.02.1986,-1.3,-11.6,-6.45,0.3,19.8
11.02.1986,1.4,-8.9,-3.75,0,22.1
12.02.1986,0.8,-14,-6.6,0,22.5
13.02.1986,-1.3,-15.6,-8.45,0,21.2
14.02.1986,-2.9,-6.1,-4.5,0,20.9
15.02.1986,0.2,-9,-4.4,0,21.2
16.02.1986,-1.2,-7.7,-4.45,0.1,21.1
17.02.1986,-1,-6.1,-3.55,0.1,19.9
18.02.1986,-2.9,-7.8,-5.35,1.1,20
19.02.1986,-3.1,-10.5,-6.8,1.4,18.5
20.02.1986,-4.6,-10.6,-7.6,0.2,18.5
21.02.1986,-4.6,-15.1,-9.85,0,18.1
22.02.1986,-5.3,-22.1,-13.7,0.2,17.6
23.02.1986,-3.2,-14.3,-8.75,0,18.4
24.02.1986,-5.4,-20.5,-12.95,0,17.7
25.02.1986,-2.6,-12.7,-7.65,0,17.2
26.02.1986,-3.4,-15.1,-9.25,0,16.8
27.02.1986,0.1,-18.6,-9.25,0,16.5
28.02.1986,-1.6,-16.9,-9.25,0,16.5
01.03.1986,-1.3,-6.3,-3.8,0,16.2
02.03.1986,1.2,-3.7,-1.25,0,16.3
03.03.1986,2.8,-4.5,-0.85,0,16.7
04.03.1986,1.7,-5.8,-2.05,10.6,16.1
05.03.1986,5.9,0.4,3.15,4,16.9
06.03.1986,6.1,2.8,4.45,11.6,34
07.03.1986,6.6,0.8,3.7,0.1,99.2
08.03.1986,5.2,-1.2,2,3.4,109
09.03.1986,3.1,0.1,1.6,0.3,51
10.03.1986,5.4,-2.1,1.65,0,41
11.03.1986,4.3,2,3.15,0,34.8
12.03.1986,3.8,1.2,2.5,0,33
13.03.1986,4.6,0.8,2.7,0,33.5
14.03.1986,5.7,1.6,3.65,0,31.3
15.03.1986,10.2,1.8,6,0,29.4
16.03.1986,11.3,3.2,7.25,0,29
17.03.1986,14.5,-1.5,6.5,0,27.9
18.03.1986,14.8,0.1,7.45,0,29.1
19.03.1986,14.9,-2.9,6,0,30.8
20.03.1986,9.8,-3.3,3.25,6.7,29.7
21.03.1986,8.5,1,4.75,2,30.5
22.03.1986,8.1,-0.2,3.95,1.9,35.1
23.03.1986,7.8,2.3,5.05,6.7,34.2
24.03.1986,10.1,0.4,5.25,22.9,56.4
25.03.1986,8.8,2,5.4,0.8,108
26.03.1986,8.3,3.1,5.7,1,157
27.03.1986,12,3.4,7.7,0.8,102
28.03.1986,12.9,5,8.95,0.9,67
29.03.1986,9.9,4,6.95,5.8,66.6
30.03.1986,7.2,2.2,4.7,15.2,65.9
31.03.1986,10.1,2.8,6.45,24.2,70
01.04.1986,10.4,3.5,6.95,0.5,154
02.04.1986,10.1,-0.9,4.6,1.3,300
03.04.1986,7.5,1.8,4.65,7,170
04.04.1986,3.9,0.9,2.4,4.9,114
05.04.1986,2.7,0.4,1.55,0.8,116
06.04.1986,7.1,-0.5,3.3,0,94.1
07.04.1986,9.2,5.3,7.25,0,74.4
08.04.1986,9.5,6.7,8.1,0,63.6
09.04.1986,7,3.1,5.05,3,58.2
10.04.1986,3.1,-1.5,0.8,4.8,54.7
11.04.1986,1.8,-4.2,-1.2,0.4,54.5
12.04.1986,2.3,-7.1,-2.4,0.1,47.8
13.04.1986,5.2,-5.3,-0.05,0,43.6
14.04.1986,7.2,-3.2,2,2.4,40.4
15.04.1986,15.1,4.2,9.65,0.1,39.8
16.04.1986,14.8,1.9,8.35,6,39.1
17.04.1986,12.9,1.8,7.35,0.8,39.6
18.04.1986,9.8,1.9,5.85,4.4,40
19.04.1986,8.8,1.6,5.2,2.4,40
20.04.1986,9.7,3.8,6.75,2.7,40.7
21.04.1986,12.4,3.8,8.1,3.6,39.5
22.04.1986,12.6,6.8,9.7,1.8,39.8
23.04.1986,13.2,4.2,8.7,0.4,42.5
24.04.1986,15.2,4.3,9.75,0.9,39.2
25.04.1986,15.9,3.7,9.8,0.4,35.8
26.04.1986,13,5.3,9.15,3.6,33.8
27.04.1986,17.7,8.8,13.25,0,32.5
28.04.1986,19,5.9,12.45,0,32.4
29.04.1986,21.7,7.5,14.6,0,29.6
30.04.1986,13.3,5.6,9.45,0,27.7
01.05.1986,19.3,3.1,11.2,0,25.9
02.05.1986,24.1,8.3,16.2,0,25.2
03.05.1986,26.9,8.9,17.9,1.3,24.3
04.05.1986,19.4,12.3,15.85,0.9,24.2
05.05.1986,23.7,10.7,17.2,0.1,23.9
06.05.1986,22.1,9.6,15.85,9.7,22.8
07.05.1986,19.1,10.4,14.75,0.8,24.9
08.05.1986,15.8,9.3,12.55,1.2,27.8
09.05.1986,16.3,6.8,11.55,1.5,23.7
10.05.1986,14.7,10.1,12.4,8.2,24.5
11.05.1986,17.4,10.8,14.1,0,24.2
12.05.1986,20.6,5.9,13.25,0,24.7
13.05.1986,22.5,6,14.25,7.2,23.3
14.05.1986,16.2,11.1,13.65,4.1,29.1
15.05.1986,16.8,6.4,11.6,1.4,26.1
16.05.1986,17.9,1.4,9.65,0,24.8
17.05.1986,21.7,2.7,12.2,0,24
18.05.1986,25.1,13.2,19.15,5.9,23.2
19.05.1986,21.2,11.9,16.55,0.2,25.1
20.05.1986,23.7,10.9,17.3,0.7,23.6
21.05.1986,22.5,15.6,19.05,0.3,22.7
22.05.1986,19.7,12.2,15.95,0,21.5
23.05.1986,24,7.9,15.95,7.4,21
24.05.1986,17.7,10,13.85,4.9,24.5
25.05.1986,20.2,5,12.6,0,24.4
26.05.1986,25.9,6.9,16.4,0,22.2
27.05.1986,24.6,10.1,17.35,2.5,18.2
28.05.1986,15.8,9,12.4,0.7,16.2
29.05.1986,13.5,5.6,9.55,2.6,17
30.05.1986,13.1,7.3,10.2,2.3,16.2
31.05.1986,15.4,3.4,9.4,0.2,17
01.06.1986,16.2,5.1,10.65,1.3,15.7
02.06.1986,14.4,8.9,11.65,3.3,15.5
03.06.1986,18.9,5.9,12.4,20.5,15.8
04.06.1986,13.2,6.8,10,6.3,23
05.06.1986,12.6,4.4,8.5,3.4,39.5
06.06.1986,9.8,7.3,8.55,17.1,28
07.06.1986,10.7,7.8,9.25,9.6,34.8
08.06.1986,13.8,7.4,10.6,1.2,72.2
09.06.1986,21.5,6.9,14.2,0,72.3
10.06.1986,24.4,7.9,16.15,0.4,41.6
11.06.1986,16.8,10.1,13.45,2.3,32.2
12.06.1986,17.8,8.9,13.35,0,28.8
13.06.1986,21,7.7,14.35,0,25.7
14.06.1986,24.1,10.5,17.3,0,22.9
15.06.1986,26.5,11,18.75,0,21.8
16.06.1986,29.5,14.7,22.1,1.5,19.9
17.06.1986,27.9,16.1,22,13.8,20.5
18.06.1986,22.7,16.1,19.4,2.8,27.2
19.06.1986,24.4,14,19.2,0.1,35.5
20.06.1986,26.7,15.9,21.3,0,25
21.06.1986,25,16.2,20.6,0,20.9
22.06.1986,24.4,9.3,16.85,0.1,19
23.06.1986,25.5,12.9,19.2,0.4,17.4
24.06.1986,23.1,14.6,18.85,0,16.7
25.06.1986,23.7,10,16.85,0,16.4
26.06.1986,26.5,10.4,18.45,0,15.5
27.06.1986,28.5,10.1,19.3,0,15.2
28.06.1986,28.8,12.2,20.5,0,14.6
29.06.1986,25.3,11.1,18.2,0,13.8
30.06.1986,26.1,9.8,17.95,0,13.5
01.07.1986,28,11.1,19.55,0,13.2
02.07.1986,29.9,12,20.95,0,13.3
03.07.1986,30.3,13.8,22.05,0,13
04.07.1986,26.1,15,20.55,0.1,12.7
05.07.1986,26.5,14.4,20.45,8.5,12.5
06.07.1986,21.7,16.3,19,3.9,15.6
07.07.1986,19.8,12.4,16.1,5.1,14.4
08.07.1986,18.1,10.3,14.2,2.2,14.7
09.07.1986,18.1,8.4,13.25,3.2,16.2
10.07.1986,17.1,9.8,13.45,2.5,14.5
11.07.1986,18.7,9.3,14,0,15.1
12.07.1986,17.1,6.6,11.85,0,13.4
13.07.1986,16.3,9.1,12.7,0,12.9
14.07.1986,20.2,7.1,13.65,0,12.2
15.07.1986,23.2,9.3,16.25,0,11.7
16.07.1986,27.4,11.7,19.55,0,11.7
17.07.1986,27.7,12.3,20,9.1,11
18.07.1986,20.6,13.5,17.05,0.1,11.9
19.07.1986,18.7,11.6,15.15,0,13.3
20.07.1986,21.8,7.3,14.55,0,12.1
21.07.1986,22.2,9.9,16.05,0,11.4
22.07.1986,24.8,12.1,18.45,8.7,11
23.07.1986,21.6,12.8,17.2,8.5,12.1
24.07.1986,16.2,9.9,13.05,2,15.2
25.07.1986,16.2,7.9,12.05,4.6,13.9
26.07.1986,21.2,13.1,17.15,3.4,13.5
27.07.1986,23.8,13.8,18.8,0,12.4
28.07.1986,26.4,14.3,20.35,0,13
29.07.1986,29,13.7,21.35,0,11.7
30.07.1986,23.8,11.3,17.55,0,11.1
31.07.1986,28.1,11,19.55,0.2,10.4
01.08.1986,23.9,14.4,19.15,0,10.6
02.08.1986,29.3,9.7,19.5,0,10.6
03.08.1986,33.2,14.9,24.05,0,10.5
04.08.1986,28.2,18.1,23.15,0.5,10.7
05.08.1986,22.8,13.5,18.15,0,10.5
06.08.1986,26.6,7.7,17.15,0,10.2
07.08.1986,27.4,10,18.7,0,10.3
08.08.1986,21.4,10.3,15.85,0,9.83
09.08.1986,23.8,7.9,15.85,0,9.9
10.08.1986,26.8,10.1,18.45,2.9,9.67
11.08.1986,27.1,14.9,21,1.1,9.65
12.08.1986,21.7,16,18.85,9.8,10.4
13.08.1986,23.2,15,19.1,0.1,13.2
14.08.1986,25.2,14.6,19.9,0,11.2
15.08.1986,26.8,12.6,19.7,4.1,11.2
16.08.1986,23.3,15.4,19.35,0,10.6
17.08.1986,23.3,11.6,17.45,1.6,10.9
18.08.1986,17.6,11,14.3,6.6,12.3
19.08.1986,16.5,11.6,14.05,9.8,13.9
20.08.1986,15.9,10.3,13.1,2.5,13.4
21.08.1986,19.2,6.9,13.05,0.4,11.7
22.08.1986,16,11.5,13.75,3.1,12.1
23.08.1986,16.9,10.9,13.9,3.1,11.8
24.08.1986,14.2,8.4,11.3,5.8,11.6
25.08.1986,18.2,5.6,11.9,0.9,13.1
26.08.1986,20.2,10.6,15.4,4.1,13.9
27.08.1986,16,13,14.5,1.5,12.6
28.08.1986,15.8,9,12.4,0.9,11.6
29.08.1986,15.3,9.1,12.2,2.1,11
30.08.1986,15.2,9,12.1,2.2,11.2
31.08.1986,15.8,10.2,13,1.6,11.3
01.09.1986,14.1,6.9,10.5,1.5,11.2
02.09.1986,17.4,10.1,13.75,0.3,11.4
03.09.1986,15.9,10.3,13.1,9.9,11.6
04.09.1986,14.4,9.1,11.75,0.1,12.7
05.09.1986,18.2,3.9,11.05,0,14
06.09.1986,18.8,4.1,11.45,4,12.3
07.09.1986,16.6,9.5,13.05,0.1,11.9
08.09.1986,16.7,5.8,11.25,0,11.4
09.09.1986,16.2,5.5,10.85,0,11.1
10.09.1986,16.7,1.5,9.1,0,11
11.09.1986,18.6,2.3,10.45,0,10.7
12.09.1986,13.9,7.4,10.65,10.2,10.4
13.09.1986,13.7,8.1,10.9,2.9,11.2
14.09.1986,20.7,11.1,15.9,0.1,13.6
15.09.1986,17.3,9.8,13.55,13.8,14.2
16.09.1986,10,7.6,8.8,12.4,19.8
17.09.1986,9.1,7.8,8.45,5.9,18.6
18.09.1986,14,4.8,9.4,0.3,22.6
19.09.1986,16.6,1,8.8,0,19.7
20.09.1986,18.6,2.1,10.35,0,15.5
21.09.1986,19.2,4.7,11.95,0,13.4
22.09.1986,20.1,7.4,13.75,0,12.7
23.09.1986,19,9.9,14.45,0,12.3
24.09.1986,17.3,8,12.65,0,12.4
25.09.1986,15.8,3.4,9.6,0,12
26.09.1986,15.6,2.2,8.9,0,11.4
27.09.1986,16.1,4.4,10.25,0,11.5
28.09.1986,18.8,6.8,12.8,0,11.5
29.09.1986,19.3,5.9,12.6,0,11.2
30.09.1986,19.6,9.7,14.65,0,10.6
01.10.1986,22.8,4.9,13.85,0,10.6
02.10.1986,20.2,4.3,12.25,0,10.6
03.10.1986,16.4,8.4,12.4,0,10.7
04.10.1986,17.2,3.3,10.25,0,11.2
05.10.1986,19.7,3.1,11.4,0,11.2
06.10.1986,17.3,7.3,12.3,0,11.3
07.10.1986,17.2,9.9,13.55,1.5,11
08.10.1986,14.8,11.5,13.15,0,11
09.10.1986,17.4,9.3,13.35,0,11.3
10.10.1986,18.6,4.6,11.6,0,11.4
11.10.1986,17.4,6.3,11.85,0,10.8
12.10.1986,16.7,7.8,12.25,0,10.2
13.10.1986,18.2,4,11.1,0,10.2
14.10.1986,21.7,6.9,14.3,0,10.2
15.10.1986,21.9,6.6,14.25,0,9.98
16.10.1986,18.7,6.7,12.7,0.1,10.1
17.10.1986,14.3,11.7,13,0,9.91
18.10.1986,15.7,6,10.85,0.7,10
19.10.1986,13.9,3.5,8.7,6.8,10.7
20.10.1986,12.6,3.2,7.9,18.1,11.4
21.10.1986,10.1,6,8.05,19.3,15.1
22.10.1986,14.2,7.7,10.95,35.8,27.9
23.10.1986,11.1,4.3,7.7,6.2,74.7
24.10.1986,10,3.9,6.95,0.3,100
25.10.1986,10.1,4.2,7.15,4.5,57
26.10.1986,9.8,6.8,8.3,0.5,32.4
27.10.1986,10.8,0.9,5.85,0.2,31.9
28.10.1986,10.1,2.3,6.2,2.3,26.9
29.10.1986,11.4,1.9,6.65,2.6,23.1
30.10.1986,9.2,-1.1,4.05,0.7,22.4
31.10.1986,8.5,-0.1,4.2,1.8,21.9
01.11.1986,12.4,7.5,9.95,5,19.8
02.11.1986,11.7,0.5,6.1,0.1,20.6
03.11.1986,6.8,-0.5,3.15,0.2,27.6
04.11.1986,7.8,3.7,5.75,0.3,23.4
05.11.1986,7.4,5.7,6.55,1.3,20.2
06.11.1986,11.6,3.2,7.4,0.7,19.2
07.11.1986,8.3,1.4,4.85,0,18.2
08.11.1986,7.3,3.5,5.4,0.4,17.6
09.11.1986,7.9,-0.3,3.8,0,16.6
10.11.1986,10.8,-0.4,5.2,0,16.3
11.11.1986,14.2,1.3,7.75,0,15.7
12.11.1986,13.7,5.9,9.8,0,15.1
13.11.1986,14.2,1.5,7.85,0,14.6
14.11.1986,10.7,1.2,5.95,0.1,13.5
15.11.1986,11.7,1.1,6.4,0.1,12.4
16.11.1986,13,7.8,10.4,1.2,12.3
17.11.1986,12.5,7.6,10.05,2.6,12.8
18.11.1986,10.6,3.6,7.1,1.5,13.9
19.11.1986,10.5,8,9.25,3,14.3
20.11.1986,10.4,5.3,7.85,3.7,14.3
21.11.1986,6.9,-0.6,3.15,2.1,21.5
22.11.1986,9.1,5.1,7.1,5,22.8
23.11.1986,9.1,3.7,6.4,0.4,22.5
24.11.1986,8.3,5.1,6.7,0.8,25.1
25.11.1986,10.8,7.9,9.35,0.1,22.3
26.11.1986,11.2,7.3,9.25,1.4,20.6
27.11.1986,8.7,2.8,5.75,0,19.4
28.11.1986,3.2,-1.8,0.7,0,18.5
29.11.1986,1.7,-4.1,-1.2,0,17
30.11.1986,1.7,-5.5,-1.9,0,16.1
01.12.1986,0.9,-1.1,-0.1,0.6,15.4
02.12.1986,6.2,-0.5,2.85,0.3,15.4
03.12.1986,8.4,0.8,4.6,0,15.1
04.12.1986,8.9,0.4,4.65,0,15.2
05.12.1986,9.8,-0.3,4.75,0.1,14.8
06.12.1986,8.2,2.7,5.45,6.5,14.6
07.12.1986,6.2,-0.4,2.9,1.1,15.7
08.12.1986,10.7,3.5,7.1,0,19.4
09.12.1986,7.4,-0.4,3.5,0.1,17.7
10.12.1986,7.6,0.9,4.25,0,17.6
11.12.1986,3.8,0.3,2.05,0,15.9
12.12.1986,3,1,2,0,14.8
13.12.1986,2.8,0,1.4,1.3,13.8
14.12.1986,6.7,1.9,4.3,0.4,14.6
15.12.1986,3.8,1.3,2.55,7,14.3
16.12.1986,5.2,1.5,3.35,0.4,15.5
17.12.1986,4.7,2.2,3.45,4.8,18.4
18.12.1986,7.8,4.5,6.15,8.9,19.6
19.12.1986,9.8,1.4,5.6,2.5,33
20.12.1986,4.2,0.9,2.55,5,53.7
21.12.1986,3.2,-0.1,1.55,4.3,34.5
22.12.1986,-0.1,-4.1,-2.1,1.4,30.1
23.12.1986,-1.3,-3.6,-2.45,1.6,26
24.12.1986,-2.4,-4.1,-3.25,0.2,22.9
25.12.1986,-2.5,-9.5,-6,4,20.8
26.12.1986,1.2,-3.7,-1.25,2.9,19.5
27.12.1986,2.3,0.2,1.25,4.8,19.3
28.12.1986,3.7,0.9,2.3,4.6,20.7
29.12.1986,8.7,3.6,6.15,7.3,38.6
30.12.1986,9.2,7.3,8.25,12.4,96.2
31.12.1986,7.8,6,6.9,9.6,123
01.01.1987,7.3,5.3,6.3,22.1,148
02.01.1987,6.3,-3.5,1.4,3.1,203
03.01.1987,-2.1,-10.2,-6.15,0.9,198
04.01.1987,0.7,-8.9,-4.1,6.1,184
05.01.1987,2.8,-0.1,1.35,7.9,92.4
06.01.1987,2.8,-1.6,0.6,5.4,83.7
07.01.1987,-1.4,-5.1,-3.25,0.2,78.6
08.01.1987,-3,-10.7,-6.85,1.9,57.8
09.01.1987,-1.1,-5,-3.05,2.8,47.2
10.01.1987,-4.4,-11.5,-7.95,1.3,42.3
11.01.1987,-11.1,-21,-16.05,0.6,36.8
