date,tmax,tmin,tmean,Prec,Q
#,°C,°C,°C,mm/day,m³/s
05.07.1988,25.6,13.4,19.5,0.1,12
06.07.1988,23.3,11.4,17.35,3.5,11.3
07.07.1988,22.7,13.5,18.1,0.6,11.4
08.07.1988,22,11.3,16.65,1.1,12.1
09.07.1988,20.9,10.4,15.65,0,11.8
10.07.1988,24,7.5,15.75,0,11.3
11.07.1988,26.6,10.4,18.5,2.9,11.3
12.07.1988,22.4,11.5,16.95,0,11.1
13.07.1988,22,9.3,15.65,5.3,11.8
14.07.1988,18,12.6,15.3,10.9,11.8
15.07.1988,16.8,13.1,14.95,6.2,13.3
16.07.1988,15,12,13.5,17.7,15
17.07.1988,16.4,11.9,14.15,2.4,16.7
18.07.1988,17.3,12,14.65,0.9,21
19.07.1988,18.4,12.3,15.35,0,16
20.07.1988,23.2,9.4,16.3,0.1,14.4
21.07.1988,22,14.9,18.45,1.6,12.3
22.07.1988,26.1,14.1,20.1,0,12.2
23.07.1988,29.4,18.6,24,9.7,11.7
24.07.1988,23.2,14.2,18.7,3.4,13.4
25.07.1988,23.2,11.5,17.35,0,14.8
26.07.1988,28,10.4,19.2,4.5,13
27.07.1988,21,13.1,17.05,0.1,12.7
28.07.1988,22,9.2,15.6,0.1,12.5
29.07.1988,20.1,11.7,15.9,1.5,11.3
30.07.1988,19.6,7.6,13.6,0,11.4
31.07.1988,21.8,6.7,14.25,0,11.2
01.08.1988,26,8.4,17.2,0,10.7
02.08.1988,17.9,11.3,14.6,0.9,10.6
03.08.1988,17.7,10.6,14.15,1.6,10.9
04.08.1988,19.5,5.9,12.7,0,10.6
05.08.1988,22,10.1,16.05,0,10.6
06.08.1988,24.7,11.1,17.9,0,10.3
07.08.1988,28.1,10.9,19.5,0,10.4
08.08.1988,29.1,11.9,20.5,4.7,10.2
09.08.1988,28,13.1,20.55,0,9.81
10.08.1988,27.1,14.2,20.65,0,11
11.08.1988,26,16.4,21.2,0.3,10.8
12.08.1988,27.2,12.4,19.8,0,9.89
13.08.1988,24.1,16.4,20.25,0,9.9
14.08.1988,29.1,9.5,19.3,0,9.7
15.08.1988,26.9,13.2,20.05,0,9.35
16.08.1988,22.8,11.9,17.35,0,9.41
17.08.1988,23.4,6.9,15.15,0,9.38
18.08.1988,27.6,7,17.3,0,9.63
19.08.1988,26,10.2,18.1,2.1,9.6
20.08.1988,21.4,15.2,18.3,2.4,9.64
21.08.1988,19,12,15.5,1.6,10.6
22.08.1988,19,11.8,15.4,1.8,10.9
23.08.1988,19,7.3,13.15,0,10.8
24.08.1988,19.1,9.7,14.4,3.8,10.7
25.08.1988,16.9,12.2,14.55,3,10.6
26.08.1988,17.5,11.2,14.35,0.2,10.6
27.08.1988,18.5,7.8,13.15,0.1,11.1
28.08.1988,27,15.4,21.2,0.3,10.8
29.08.1988,23.1,13.4,18.25,1.1,9.92
30.08.1988,20.5,11.7,16.1,0,9.73
31.08.1988,22.9,8.2,15.55,0,10.2
01.09.1988,24.4,7.3,15.85,8.5,9.42
02.09.1988,19,11.4,15.2,0.3,9.56
03.09.1988,15.5,10.5,13,8.3,9.55
04.09.1988,19.5,12.3,15.9,0.2,10.6
05.09.1988,18,11.8,14.9,12.3,11.4
06.09.1988,19.9,10.1,15,0,12.7
07.09.1988,21,6.2,13.6,0,14.2
08.09.1988,20.5,6.3,13.4,0,11.2
09.09.1988,22.8,6.8,14.8,0,9.91
10.09.1988,24.5,7.1,15.8,0,9.82
11.09.1988,18.9,11.5,15.2,0.3,9.46
12.09.1988,17.3,10.4,13.85,1.5,9.18
13.09.1988,14.8,8.3,11.55,4.8,8.9
14.09.1988,14,7.1,10.55,8.5,9.8
15.09.1988,15.2,7.7,11.45,2.2,11
16.09.1988,12,9.9,10.95,1.3,11.9
17.09.1988,15.5,10.9,13.2,0.2,10.4
18.09.1988,17,11.4,14.2,0.7,9.56
19.09.1988,14.8,12,13.4,0.1,9.15
20.09.1988,15.4,11.5,13.45,0,9.68
21.09.1988,13.6,9.2,11.4,0,9.29
22.09.1988,19.6,4.9,12.25,0.1,9.24
23.09.1988,16.5,9.4,12.95,7.4,9.34
24.09.1988,14.4,10.5,12.45,2.4,9.78
25.09.1988,15.6,12.4,14,4.5,10.9
26.09.1988,19.2,15.1,17.15,0.5,10.6
27.09.1988,20.2,13.4,16.8,0,12.3
28.09.1988,19.6,12.4,16,2.5,11.5
29.09.1988,17.3,9.3,13.3,0,10.3
30.09.1988,14.6,5.9,10.25,0,10.2
01.10.1988,16,1.3,8.65,0,9.54
02.10.1988,17.4,2,9.7,0,9.17
03.10.1988,15.4,3.6,9.5,0,8.99
04.10.1988,13,6.9,9.95,0,9.34
05.10.1988,14,6.7,10.35,2.8,9.33
06.10.1988,13.3,9.4,11.35,12.5,9.45
07.10.1988,12,7.5,9.75,7.3,10.7
08.10.1988,11,5.6,8.3,0.9,21.3
09.10.1988,18.6,9.8,14.2,2.9,20.5
10.10.1988,18.6,5.9,12.25,0.1,14.6
11.10.1988,9.6,2.7,6.15,7.2,14.2
12.10.1988,13.1,9.1,11.1,1.2,13.8
13.10.1988,17,9.1,13.05,0,14.3
14.10.1988,16.4,7.5,11.95,0,13.3
15.10.1988,16.2,11.8,14,0,12.3
16.10.1988,14,11.4,12.7,0,11.7
17.10.1988,13.6,11.1,12.35,0,11.2
18.10.1988,14.6,12.3,13.45,0.1,10.7
19.10.1988,12.8,10,11.4,0.7,10.5
20.10.1988,12,9.5,10.75,0.3,10.5
21.10.1988,12.4,6.6,9.5,0,11.8
22.10.1988,13.5,4.9,9.2,0,10.1
23.10.1988,11.5,3.1,7.3,0,10
24.10.1988,12,8.1,10.05,3.2,9.89
25.10.1988,10.4,5.5,7.95,0.3,10
26.10.1988,11,3.6,7.3,0.1,10.1
27.10.1988,17.6,5.6,11.6,0.8,10.3
28.10.1988,16.1,8.8,12.45,0,9.81
29.10.1988,11.2,1.6,6.4,0,9.64
30.10.1988,5.7,-2.1,1.8,0,9.73
31.10.1988,7.4,-2.7,2.35,0.5,9.4
01.11.1988,9,2.3,5.65,0.1,9.59
02.11.1988,8.5,1.1,4.8,2.2,9.62
03.11.1988,3.2,-3.3,-0.05,0,9.7
04.11.1988,4.4,-5.5,-0.55,0,9.71
05.11.1988,4.9,-8.2,-1.65,0,9.73
06.11.1988,5,-6.7,-0.85,0,9.61
07.11.1988,4.5,-2.3,1.1,0,8.91
08.11.1988,8.2,-3.5,2.35,0,9.28
09.11.1988,9.3,-0.1,4.6,0,9.34
10.11.1988,9,1.5,5.25,0.2,9.16
11.11.1988,10.2,7.1,8.65,0.3,9.16
12.11.1988,11.5,4.5,8,1.2,9.06
13.11.1988,9.6,7.3,8.45,3.9,9.52
14.11.1988,9.7,5.9,7.8,6.9,9.77
15.11.1988,10,8.1,9.05,1.6,11.1
16.11.1988,10,5.6,7.8,0.1,11
17.11.1988,9.5,-0.1,4.7,1.9,11.5
18.11.1988,9.8,5.9,7.85,4.8,10.6
19.11.1988,7.1,1.9,4.5,4.9,11.1
20.11.1988,2.3,0.2,1.25,8.3,12.6
21.11.1988,0.2,-5.3,-2.55,0.4,14.2
22.11.1988,-4,-12.2,-8.1,3.5,13.6
23.11.1988,0.1,-4.7,-2.3,1.2,12.3
24.11.1988,1.9,-0.1,0.9,2,11.6
25.11.1988,6.3,1.2,3.75,0.8,12.5
26.11.1988,5.8,2.7,4.25,0.1,14.2
27.11.1988,6.2,2.9,4.55,0.4,18.6
28.11.1988,3.8,1.3,2.55,0.5,17.9
29.11.1988,8,0.5,4.25,6.9,16.8
30.11.1988,1,-0.5,0.25,22.5,16.8
01.12.1988,2.5,0.5,1.5,0.8,39.2
02.12.1988,1.5,-2.5,-0.5,1.8,66.2
03.12.1988,1.3,-2.5,-0.6,5.8,39.6
04.12.1988,6.3,-0.6,2.85,12.4,28.6
05.12.1988,6.4,2.4,4.4,0.9,52.4
06.12.1988,4.5,1.5,3,4,75.5
07.12.1988,4,-1.4,1.3,0.3,43
08.12.1988,4.8,-0.7,2.05,5.4,34.3
09.12.1988,6.1,-0.3,2.9,3.4,28.2
10.12.1988,9.5,-0.5,4.5,3.9,32.7
11.12.1988,9.5,6.6,8.05,5.3,34.7
12.12.1988,7,4.4,5.7,2.4,38.5
13.12.1988,7.4,2.9,5.15,0.7,41.2
14.12.1988,7.4,3.4,5.4,2.4,37.6
15.12.1988,3.6,-4.3,-0.35,0,31.7
16.12.1988,-1.1,-7.9,-4.5,0.4,28.1
17.12.1988,0,-3.5,-1.75,2.6,24.1
18.12.1988,4.5,0,2.25,10.7,22
19.12.1988,8.6,2.2,5.4,18.5,34.9
20.12.1988,4.6,-2.3,1.15,0.1,78.9
21.12.1988,5.4,-2.3,1.55,2.3,105
22.12.1988,8,5.3,6.65,0.6,57.1
23.12.1988,8.3,6.5,7.4,8.8,46.6
24.12.1988,9,5.9,7.45,8.4,51.9
25.12.1988,7,1.4,4.2,0.5,87.9
26.12.1988,8.1,6.4,7.25,0.1,108
27.12.1988,8.2,4.5,6.35,0.4,60.5
28.12.1988,8.5,3.8,6.15,0,45.2
29.12.1988,9.8,1.7,5.75,0,38.8
30.12.1988,4.4,0.7,2.55,0.1,34
31.12.1988,4.8,3.1,3.95,0.3,30.5
